ensembl_gene_id	hgnc_symbol	gene_biotype	chromosome_name
ENSG00000229168	RPL19P20	processed_pseudogene	X
ENSG00000102221	JADE3	protein_coding	X
ENSG00000189299	FOXR2	protein_coding	X
ENSG00000232794	HNRNPDP1	processed_pseudogene	X
ENSG00000217835	RBMXP5	processed_pseudogene	X
ENSG00000231944	PHKA1-AS1	lncRNA	X
ENSG00000187601	MAGEH1	protein_coding	X
ENSG00000270280	SMIM15P1	processed_pseudogene	X
ENSG00000236276	NDP-AS1	lncRNA	X
ENSG00000283737	""	TEC	X
ENSG00000233661	SPIN4-AS1	lncRNA	X
ENSG00000234135	RPL23AP83	processed_pseudogene	X
ENSG00000235136	PSMA5P1	processed_pseudogene	X
ENSG00000232186	TERF1P7	processed_pseudogene	X
ENSG00000213684	LDHBP2	processed_pseudogene	X
ENSG00000235170	MTND1P31	processed_pseudogene	X
ENSG00000230311	TOMM20P4	processed_pseudogene	X
ENSG00000226502	KRT8P27	processed_pseudogene	X
ENSG00000283546	""	lncRNA	X
ENSG00000250349	""	protein_coding	X
ENSG00000223707	SFR1P2	processed_pseudogene	X
ENSG00000230247	HNRNPH3P1	processed_pseudogene	X
ENSG00000230665	THAP12P1	processed_pseudogene	X
ENSG00000276897	""	unprocessed_pseudogene	X
ENSG00000225715	PSMA1P1	processed_pseudogene	X
ENSG00000237089	PCNPP4	processed_pseudogene	X
ENSG00000271693	""	processed_pseudogene	X
ENSG00000223574	TPMTP4	processed_pseudogene	X
ENSG00000233063	SAR1AP4	processed_pseudogene	X
ENSG00000196468	FGF16	protein_coding	X
ENSG00000232168	P2RY10BP	unitary_pseudogene	X
ENSG00000147183	CPXCR1	protein_coding	X
ENSG00000224755	HMGN1P34	processed_pseudogene	X
ENSG00000227521	TUBB4BP8	processed_pseudogene	X
ENSG00000226484	""	lncRNA	X
ENSG00000232576	""	processed_pseudogene	X
ENSG00000237211	SETP4	processed_pseudogene	X
ENSG00000274022	""	processed_pseudogene	X
ENSG00000228182	MTND2P25	processed_pseudogene	X
ENSG00000236988	CTDSPL2P1	processed_pseudogene	X
ENSG00000223467	CALM1P1	processed_pseudogene	X
ENSG00000270268	CORO1CP1	processed_pseudogene	X
ENSG00000236365	EIF3MP1	processed_pseudogene	X
ENSG00000235061	UBE2V1P7	processed_pseudogene	X
ENSG00000231706	CYCSP43	processed_pseudogene	X
ENSG00000229667	UBE2V1P9	processed_pseudogene	X
ENSG00000174740	PABPC5	protein_coding	X
ENSG00000186288	PABPC1L2A	protein_coding	X
ENSG00000224065	SRIP2	processed_pseudogene	X
ENSG00000174225	ARL13A	protein_coding	X
ENSG00000213704	EEF1A1P15	processed_pseudogene	X
ENSG00000165288	BRWD3	protein_coding	X
ENSG00000271290	COPS8P1	processed_pseudogene	X
ENSG00000237506	RPSAP15	processed_pseudogene	X
ENSG00000287223	""	lncRNA	X
ENSG00000229132	EIF4A1P10	processed_pseudogene	X
ENSG00000230889	SHC1P1	processed_pseudogene	X
ENSG00000158813	EDA	protein_coding	X
ENSG00000227581	STAU2P1	processed_pseudogene	X
ENSG00000231206	HNRNPA1P25	processed_pseudogene	X
ENSG00000288059	""	lncRNA	X
ENSG00000271433	PPATP2	processed_pseudogene	X
ENSG00000236185	HNRNPDLP3	processed_pseudogene	X
ENSG00000231478	FCF1P9	transcribed_processed_pseudogene	X
ENSG00000232069	RPS29P28	processed_pseudogene	X
ENSG00000270308	TEX101P1	processed_pseudogene	X
ENSG00000225536	STIP1P3	processed_pseudogene	X
ENSG00000232842	KAT7P1	processed_pseudogene	X
ENSG00000229946	B3GNT2P1	processed_pseudogene	X
ENSG00000231875	""	processed_pseudogene	X
ENSG00000213698	CAPZA1P3	processed_pseudogene	X
ENSG00000073905	VDAC1P1	processed_pseudogene	X
ENSG00000236243	RPL6P29	processed_pseudogene	X
ENSG00000228051	WBP11P3	processed_pseudogene	X
ENSG00000220925	IGBP1-AS2	lncRNA	X
ENSG00000270826	USP37P1	processed_pseudogene	X
ENSG00000271322	""	processed_pseudogene	X
ENSG00000276892	""	processed_pseudogene	X
ENSG00000213695	RPS7P14	processed_pseudogene	X
ENSG00000226753	FOXN3P2	processed_pseudogene	X
ENSG00000271205	""	processed_pseudogene	X
ENSG00000198934	MAGEE1	protein_coding	X
ENSG00000232735	ATG4AP1	processed_pseudogene	X
ENSG00000271094	""	processed_pseudogene	X
ENSG00000229661	BUD31P2	processed_pseudogene	X
ENSG00000232293	PAICSP7	processed_pseudogene	X
ENSG00000230592	RPSAP8	processed_pseudogene	X
ENSG00000270745	""	processed_pseudogene	X
ENSG00000206062	""	lncRNA	X
ENSG00000271157	""	processed_pseudogene	X
ENSG00000271056	MRPS22P1	processed_pseudogene	X
ENSG00000230478	""	processed_pseudogene	X
ENSG00000227434	RNF19BPX	processed_pseudogene	X
ENSG00000236870	POMPP1	processed_pseudogene	X
ENSG00000224775	BRAFP1	unprocessed_pseudogene	X
ENSG00000230275	SERBP1P4	processed_pseudogene	X
ENSG00000226081	USP12PX	processed_pseudogene	X
ENSG00000233446	PDK1P2	processed_pseudogene	X
ENSG00000225012	""	lncRNA	X
ENSG00000153779	TGIF2LX	protein_coding	X
ENSG00000234322	ST13P18	processed_pseudogene	X
ENSG00000232267	ACTR3P2	processed_pseudogene	X
ENSG00000215089	KRT18P11	processed_pseudogene	X
ENSG00000237873	DLGAP5P2	processed_pseudogene	X
ENSG00000225025	KIF4CP	processed_pseudogene	X
ENSG00000270759	OOEPP1	processed_pseudogene	X
ENSG00000226837	HMGB1P32	processed_pseudogene	X
ENSG00000215085	GTF3C6P1	processed_pseudogene	X
ENSG00000236190	""	processed_pseudogene	X
ENSG00000235447	TRAPPC13P1	processed_pseudogene	X
ENSG00000279437	""	TEC	X
ENSG00000182574	CSGALNACT2P1	processed_pseudogene	X
ENSG00000228612	HK2P1	processed_pseudogene	X
ENSG00000228847	ATP5MC2P4	processed_pseudogene	X
ENSG00000271209	BRDTP1	processed_pseudogene	X
ENSG00000237014	LRRFIP2P1	processed_pseudogene	X
ENSG00000234039	NDUFA5P7	processed_pseudogene	X
ENSG00000203262	""	processed_pseudogene	X
ENSG00000226010	""	processed_pseudogene	X
ENSG00000170925	TEX13B	protein_coding	X
ENSG00000282914	""	lncRNA	X
ENSG00000226307	HNRNPDLP1	processed_pseudogene	X
ENSG00000226119	C3orf49P1	processed_pseudogene	X
ENSG00000234702	VDAC1P3	processed_pseudogene	X
ENSG00000215070	XRCC6P5	processed_pseudogene	X
ENSG00000186675	MAGEE2	protein_coding	X
ENSG00000215102	TERF1P4	processed_pseudogene	X
ENSG00000213740	SERBP1P1	processed_pseudogene	X
ENSG00000231001	CCNB1IP1P3	processed_pseudogene	X
ENSG00000237381	NT5DC1P1	processed_pseudogene	X
ENSG00000286077	""	lncRNA	X
ENSG00000047597	XK	protein_coding	X
ENSG00000229090	""	processed_pseudogene	X
ENSG00000270446	RPL34P36	processed_pseudogene	X
ENSG00000228519	RANBP1P1	processed_pseudogene	X
ENSG00000234130	AP2B1P1	processed_pseudogene	X
ENSG00000047648	ARHGAP6	protein_coding	X
ENSG00000198414	TATDN2P1	processed_pseudogene	X
ENSG00000226854	""	lncRNA	X
ENSG00000270456	""	processed_pseudogene	X
ENSG00000224054	""	processed_pseudogene	X
ENSG00000270583	""	processed_pseudogene	X
ENSG00000285445	TUSC2P2	processed_pseudogene	X
ENSG00000271457	""	processed_pseudogene	X
ENSG00000274374	TUBAP6	processed_pseudogene	X
ENSG00000147082	CCNB3	protein_coding	X
ENSG00000235239	ACTRT1P1	processed_pseudogene	X
ENSG00000270678	""	processed_pseudogene	X
ENSG00000196767	POU3F4	protein_coding	X
ENSG00000228780	""	processed_pseudogene	X
ENSG00000228041	EIF3JP1	processed_pseudogene	X
ENSG00000284618	""	lncRNA	X
ENSG00000230543	SNX3P1X	processed_pseudogene	X
ENSG00000283594	FAM236C	protein_coding	X
ENSG00000213498	TPT1P13	processed_pseudogene	X
ENSG00000230973	""	processed_pseudogene	X
ENSG00000226579	MTCYBP31	processed_pseudogene	X
ENSG00000270493	""	processed_pseudogene	X
ENSG00000102055	PPP1R2C	protein_coding	X
ENSG00000183035	CYLC1	protein_coding	X
ENSG00000224072	VEZTP1	processed_pseudogene	X
ENSG00000147223	RIPPLY1	protein_coding	X
ENSG00000225957	""	unprocessed_pseudogene	X
ENSG00000235382	MTND4P31	processed_pseudogene	X
ENSG00000215197	PGAM4P1	processed_pseudogene	X
ENSG00000215035	FDPSP5	processed_pseudogene	X
ENSG00000234901	MTND6P13	processed_pseudogene	X
ENSG00000271154	""	processed_pseudogene	X
ENSG00000235656	RPL36P18	processed_pseudogene	X
ENSG00000215093	EEF1A1P29	processed_pseudogene	X
ENSG00000235196	""	processed_pseudogene	X
ENSG00000225728	TMEM230P1	processed_pseudogene	X
ENSG00000230706	TMEM184CP1	processed_pseudogene	X
ENSG00000235735	RPL7AP72	processed_pseudogene	X
ENSG00000260585	""	lncRNA	X
ENSG00000228450	NLRP7P1	processed_pseudogene	X
ENSG00000237206	IMPDH1P4	processed_pseudogene	X
ENSG00000226372	DCAF8L1	protein_coding	X
ENSG00000213653	RPL22P22	processed_pseudogene	X
ENSG00000236735	RPL31P63	processed_pseudogene	X
ENSG00000186767	SPIN4	protein_coding	X
ENSG00000214018	RRM2P3	processed_pseudogene	X
ENSG00000214009	PCNAP3	processed_pseudogene	X
ENSG00000228301	RPL7P55	processed_pseudogene	X
ENSG00000230916	MTCO1P53	processed_pseudogene	X
ENSG00000224217	PRPF4BP1	processed_pseudogene	X
ENSG00000198354	DCAF12L2	protein_coding	X
ENSG00000236042	""	processed_pseudogene	X
ENSG00000234463	COX6CP12	processed_pseudogene	X
ENSG00000270736	""	processed_pseudogene	X
ENSG00000189401	OTUD6A	protein_coding	X
ENSG00000237891	UBE2V1P16	processed_pseudogene	X
ENSG00000230538	PNPLA10P	processed_pseudogene	X
ENSG00000234404	SPRYD7P1	processed_pseudogene	X
ENSG00000223772	GEMIN8P3	processed_pseudogene	X
ENSG00000225949	""	processed_pseudogene	X
ENSG00000230956	CAPZA1P1	processed_pseudogene	X
ENSG00000235425	RPS7P13	processed_pseudogene	X
ENSG00000233433	CBLL1P1	processed_pseudogene	X
ENSG00000102021	LUZP4	protein_coding	X
ENSG00000227234	SPANXB1	protein_coding	X
ENSG00000234176	HSPA8P1	processed_pseudogene	X
ENSG00000271021	""	processed_pseudogene	X
ENSG00000225912	RPL26P36	processed_pseudogene	X
ENSG00000270619	""	processed_pseudogene	X
ENSG00000274901	""	unprocessed_pseudogene	X
ENSG00000280142	""	TEC	X
ENSG00000046774	MAGEC2	protein_coding	X
ENSG00000233243	VKORC1P1	processed_pseudogene	X
ENSG00000228532	SUMO2P21	processed_pseudogene	X
ENSG00000229829	DUTP4	processed_pseudogene	X
ENSG00000271502	""	processed_pseudogene	X
ENSG00000232149	FERP1	processed_pseudogene	X
ENSG00000270431	PHF5AP4	processed_pseudogene	X
ENSG00000280275	""	TEC	X
ENSG00000237650	OR11Q1P	unprocessed_pseudogene	X
ENSG00000235334	BTG3P1	processed_pseudogene	X
ENSG00000233548	CYCSP44	processed_pseudogene	X
ENSG00000235976	H2BP8	processed_pseudogene	X
ENSG00000228160	""	lncRNA	X
ENSG00000183434	TFDP3	protein_coding	X
ENSG00000173954	SNURFL	processed_pseudogene	X
ENSG00000276205	""	unprocessed_pseudogene	X
ENSG00000231501	MTND4LP1	processed_pseudogene	X
ENSG00000242610	OR5BH1P	unprocessed_pseudogene	X
ENSG00000236080	YAP1P2	processed_pseudogene	X
ENSG00000236205	""	unprocessed_pseudogene	X
ENSG00000189252	SPANXN3	protein_coding	X
ENSG00000278646	""	protein_coding	X
ENSG00000226685	CT47A12	protein_coding	X
ENSG00000218728	KRT18P44	processed_pseudogene	X
ENSG00000271175	""	processed_pseudogene	X
ENSG00000280752	LINC00850	lncRNA	X
ENSG00000271041	""	processed_pseudogene	X
ENSG00000233467	HAX1P1	processed_pseudogene	X
ENSG00000233229	CNOT7P1	processed_pseudogene	X
ENSG00000232787	OR7L1P	unprocessed_pseudogene	X
ENSG00000228466	TUBB4AP1	processed_pseudogene	X
ENSG00000224589	ORC1P1	processed_pseudogene	X
ENSG00000275508	""	processed_pseudogene	X
ENSG00000227303	""	lncRNA	X
ENSG00000274631	""	processed_pseudogene	X
ENSG00000230079	STK24P1	processed_pseudogene	X
ENSG00000280223	""	TEC	X
ENSG00000235729	""	processed_pseudogene	X
ENSG00000236747	LINC01282	lncRNA	X
ENSG00000231694	""	unprocessed_pseudogene	X
ENSG00000232549	SRD5A1P1	processed_pseudogene	X
ENSG00000230788	CTDSPL2P2	processed_pseudogene	X
ENSG00000271826	PLS3-AS1	lncRNA	X
ENSG00000225469	""	unprocessed_pseudogene	X
ENSG00000102239	BRS3	protein_coding	X
ENSG00000198881	ASB12	protein_coding	X
ENSG00000226929	CT47A11	protein_coding	X
ENSG00000270709	UFM1P1	processed_pseudogene	X
ENSG00000235274	""	processed_pseudogene	X
ENSG00000287796	""	lncRNA	X
ENSG00000288258	""	protein_coding	X
ENSG00000234712	""	lncRNA	X
ENSG00000229322	""	processed_pseudogene	X
ENSG00000237828	PA2G4P1	processed_pseudogene	X
ENSG00000184675	AMER1	protein_coding	X
ENSG00000223995	RPL32P35	processed_pseudogene	X
ENSG00000270397	""	processed_pseudogene	X
ENSG00000232496	RPL3P12	processed_pseudogene	X
ENSG00000198573	SPANXC	protein_coding	X
ENSG00000270771	""	processed_pseudogene	X
ENSG00000176970	RPL7L1P11	processed_pseudogene	X
ENSG00000203923	SPANXN1	protein_coding	X
ENSG00000268883	PNMA6B	unprocessed_pseudogene	X
ENSG00000250625	""	unprocessed_pseudogene	X
ENSG00000235254	TMEM185AP1	unprocessed_pseudogene	X
ENSG00000231093	TRMT1P1	processed_pseudogene	X
ENSG00000232177	MTND4P24	processed_pseudogene	X
ENSG00000183171	""	processed_pseudogene	X
ENSG00000185903	OR11N1P	unprocessed_pseudogene	X
ENSG00000235329	""	processed_pseudogene	X
ENSG00000171116	HSFX1	protein_coding	X
ENSG00000182712	CMC4	protein_coding	X
ENSG00000223516	AFF2-IT1	lncRNA	X
ENSG00000270646	""	processed_pseudogene	X
ENSG00000228042	M6PRP1	processed_pseudogene	X
ENSG00000226064	PGBD4P6	processed_pseudogene	X
ENSG00000229562	ZFYVE9P1	processed_pseudogene	X
ENSG00000156009	MAGEA8	protein_coding	X
ENSG00000271660	""	processed_pseudogene	X
ENSG00000279585	""	TEC	X
ENSG00000224548	""	processed_pseudogene	X
ENSG00000270251	""	processed_pseudogene	X
ENSG00000237208	""	lncRNA	X
ENSG00000228517	CT47A7	protein_coding	X
ENSG00000274579	""	processed_pseudogene	X
ENSG00000213924	HNRNPH1P2	processed_pseudogene	X
ENSG00000182195	LDOC1	protein_coding	X
ENSG00000224630	""	processed_pseudogene	X
ENSG00000235539	MTND1P33	processed_pseudogene	X
ENSG00000241489	""	protein_coding	X
ENSG00000213423	RBMX2P2	processed_pseudogene	X
ENSG00000224931	""	processed_pseudogene	X
ENSG00000237741	""	lncRNA	X
ENSG00000185247	MAGEA11	protein_coding	X
ENSG00000102195	GPR50	protein_coding	X
ENSG00000269911	FAM226B	lncRNA	X
ENSG00000228833	""	unprocessed_pseudogene	X
ENSG00000166049	PASD1	protein_coding	X
ENSG00000223377	""	unprocessed_pseudogene	X
ENSG00000226414	MTCYBP38	processed_pseudogene	X
ENSG00000229269	""	lncRNA	X
ENSG00000224732	MAGEA7P	unprocessed_pseudogene	X
ENSG00000238039	""	lncRNA	X
ENSG00000225110	PNMA6F	protein_coding	X
ENSG00000227779	NDUFB3P5	processed_pseudogene	X
ENSG00000241769	EOLA1-DT	lncRNA	X
ENSG00000214925	RPL36AP52	processed_pseudogene	X
ENSG00000196406	SPANXD	protein_coding	X
ENSG00000230130	MTND2P39	processed_pseudogene	X
ENSG00000235598	RRM2P4	processed_pseudogene	X
ENSG00000234748	""	processed_pseudogene	X
ENSG00000226388	ELL2P4	processed_pseudogene	X
ENSG00000231686	ANKRD11P2	processed_pseudogene	X
ENSG00000176289	IDSP1	unprocessed_pseudogene	X
ENSG00000185010	F8	protein_coding	X
ENSG00000228717	NAB1P1	processed_pseudogene	X
ENSG00000215054	HNRNPCP10	processed_pseudogene	X
ENSG00000227183	HDGFP1	processed_pseudogene	X
ENSG00000183631	PRR32	protein_coding	X
ENSG00000224314	TCERG1P1	processed_pseudogene	X
ENSG00000271211	""	processed_pseudogene	X
ENSG00000235699	CXorf51B	protein_coding	X
ENSG00000155966	AFF2	protein_coding	X
ENSG00000213652	HMGB3P30	processed_pseudogene	X
ENSG00000198889	DCAF12L1	protein_coding	X
ENSG00000213526	SETP8	processed_pseudogene	X
ENSG00000230823	CBX1P1	processed_pseudogene	X
ENSG00000234288	OR1AA1P	unprocessed_pseudogene	X
ENSG00000182890	GLUD2	protein_coding	X
ENSG00000287098	""	lncRNA	X
ENSG00000234592	TJAP1P1	processed_pseudogene	X
ENSG00000234785	EEF1GP5	processed_pseudogene	X
ENSG00000226802	RUVBL2P1	processed_pseudogene	X
ENSG00000238066	""	processed_pseudogene	X
ENSG00000287379	""	lncRNA	X
ENSG00000285547	""	protein_coding	X
ENSG00000271346	""	processed_pseudogene	X
ENSG00000235991	""	unprocessed_pseudogene	X
ENSG00000232249	""	unprocessed_pseudogene	X
ENSG00000238223	""	processed_pseudogene	X
ENSG00000224978	CD84P1	processed_pseudogene	X
ENSG00000225858	MATR3P1	processed_pseudogene	X
ENSG00000156920	ADGRG4	protein_coding	X
ENSG00000235892	PKMP2	processed_pseudogene	X
ENSG00000229979	HMGN2P48	processed_pseudogene	X
ENSG00000233254	RPL21P134	processed_pseudogene	X
ENSG00000155961	RAB39B	protein_coding	X
ENSG00000227505	SLIRPP1	processed_pseudogene	X
ENSG00000186310	NAP1L3	protein_coding	X
ENSG00000237860	SLC6A14P2	unprocessed_pseudogene	X
ENSG00000189372	""	unprocessed_pseudogene	X
ENSG00000236077	SLC6A14P1	unprocessed_pseudogene	X
ENSG00000229145	ACTBP1	processed_pseudogene	X
ENSG00000228855	""	processed_pseudogene	X
ENSG00000229082	OR5AW1P	unprocessed_pseudogene	X
ENSG00000204019	CT83	protein_coding	X
ENSG00000236413	""	processed_pseudogene	X
ENSG00000229733	""	processed_pseudogene	X
ENSG00000237225	OR13K1P	unprocessed_pseudogene	X
ENSG00000203926	SPANXA2	protein_coding	X
ENSG00000207435	RNU6-114P	snRNA	X
ENSG00000207628	MIR651	miRNA	X
ENSG00000252291	""	snoRNA	X
ENSG00000212214	SNORA48B	snoRNA	X
ENSG00000207151	""	misc_RNA	X
ENSG00000207320	""	misc_RNA	X
ENSG00000201660	""	snoRNA	X
ENSG00000265284	MIR4770	miRNA	X
ENSG00000263652	MIR548AX	miRNA	X
ENSG00000207332	RNU6-146P	snRNA	X
ENSG00000239333	RN7SL658P	misc_RNA	X
ENSG00000278218	""	misc_RNA	X
ENSG00000207025	""	misc_RNA	X
ENSG00000265144	MIR548AM	miRNA	X
ENSG00000200852	RNA5SP499	rRNA_pseudogene	X
ENSG00000252978	RN7SKP183	misc_RNA	X
ENSG00000206716	RNU6-133P	snRNA	X
ENSG00000206639	""	misc_RNA	X
ENSG00000206733	RNU6-641P	snRNA	X
ENSG00000207122	RNU6-591P	snRNA	X
ENSG00000206983	RNU6-49P	snRNA	X
ENSG00000221466	MIR548AJ2	miRNA	X
ENSG00000252411	RNU6-1087P	snRNA	X
ENSG00000264618	RN7SL732P	misc_RNA	X
ENSG00000263730	MIR3937	miRNA	X
ENSG00000238730	RNU7-164P	snRNA	X
ENSG00000206896	RNU6-1124P	snRNA	X
ENSG00000212560	RNU6-630P	snRNA	X
ENSG00000199226	RNU6-50P	snRNA	X
ENSG00000277721	""	misc_RNA	X
ENSG00000278838	""	misc_RNA	X
ENSG00000200702	""	misc_RNA	X
ENSG00000202495	""	misc_RNA	X
ENSG00000207758	MIR532	miRNA	X
ENSG00000207768	MIR188	miRNA	X
ENSG00000207785	MIR500A	miRNA	X
ENSG00000208015	MIR362	miRNA	X
ENSG00000211538	MIR501	miRNA	X
ENSG00000239057	MIR500B	miRNA	X
ENSG00000207970	MIR660	miRNA	X
ENSG00000272080	MIR502	miRNA	X
ENSG00000244006	RN7SL799P	misc_RNA	X
ENSG00000284567	MIR223	miRNA	X
ENSG00000212434	""	snoRNA	X
ENSG00000275335	MIR8088	miRNA	X
ENSG00000266328	MIR4536-2	miRNA	X
ENSG00000211991	MIR676	miRNA	X
ENSG00000199601	RNU6-562P	snRNA	X
ENSG00000283334	MIR4536-1	miRNA	X
ENSG00000201447	RNA5SP509	rRNA_pseudogene	X
ENSG00000285776	""	rRNA_pseudogene	X
ENSG00000273788	""	snoRNA	X
ENSG00000283622	MIR4328	miRNA	X
ENSG00000202183	""	snoRNA	X
ENSG00000239745	RN7SL790P	misc_RNA	X
ENSG00000283435	MIR1321	miRNA	X
ENSG00000200635	""	misc_RNA	X
ENSG00000222440	RNU2-26P	snRNA	X
ENSG00000212495	RNU6-332P	snRNA	X
ENSG00000200422	""	snoRNA	X
ENSG00000277717	""	snRNA	X
ENSG00000201567	RNA5SP510	rRNA_pseudogene	X
ENSG00000221187	MIR548M	miRNA	X
ENSG00000252016	""	snoRNA	X
ENSG00000283242	MIR384	miRNA	X
ENSG00000207995	MIR325	miRNA	X
ENSG00000201271	RNU1-112P	snRNA	X
ENSG00000223259	RNA5SP508	rRNA_pseudogene	X
ENSG00000199051	MIR361	miRNA	X
ENSG00000202410	""	misc_RNA	X
ENSG00000199567	""	misc_RNA	X
ENSG00000206826	RNU6-974P	snRNA	X
ENSG00000212546	RNU6-995P	snRNA	X
ENSG00000252810	RNU6-345P	snRNA	X
ENSG00000212623	RNU6-493P	snRNA	X
ENSG00000222667	RNU6-394P	snRNA	X
ENSG00000252296	""	snoRNA	X
ENSG00000223260	RN7SKP194	misc_RNA	X
ENSG00000239008	""	snoRNA	X
ENSG00000201443	RNU6-309P	snRNA	X
ENSG00000275110	""	miRNA	X
ENSG00000222122	RNU6-648P	snRNA	X
ENSG00000271907	SNORA35B	snoRNA	X
ENSG00000212241	""	misc_RNA	X
ENSG00000252441	""	snoRNA	X
ENSG00000207515	RNU6-555P	snRNA	X
ENSG00000207363	""	misc_RNA	X
ENSG00000242998	RN7SL379P	misc_RNA	X
ENSG00000206752	RNU6-1323P	snRNA	X
ENSG00000207033	RNU6-154P	snRNA	X
ENSG00000265456	MIR3672	miRNA	X
ENSG00000212321	""	snoRNA	X
ENSG00000252930	RNU6-1015P	snRNA	X
ENSG00000207100	""	snoRNA	X
ENSG00000252163	RN7SKP31	misc_RNA	X
